683.823,1683.009,497.346,956.581,588.887,1690.649,2360.34,1030.12,772.471,653.192,815.488,681.419,1746.331,1397.073
653.464,1480.188,837.644,861.181,643.919,1762.142,2113.622,1125.466,728.324,681.314,906.651,551.791,1678.559,1319.438
1078.734,1025.25,527.192,857.769,584.669,1887.52,2166.622,1071.023,755.368,617.32,1004.372,587.279,1679.677,1276.333
762.974,890.357,542.327,952.825,724.782,1601.635,2161.167,1066.895,705.809,705.763,901.151,657.395,1735.802,1333.156
656.151,737.554,593.337,846.719,582.056,1855.568,2345.558,1088.068,864.125,751.218,979.047,645.988,1601.103,1274.833
625.63,729.125,602.178,798.25,621.048,1734.878,2345.667,1095.602,652.926,656.769,820.105,574.349,1659.044,1404.396
753.667,657.357,477.885,1430.225,584.548,1810.696,2332.942,1101.15,676.125,626.064,899.535,739.012,1577.882,1304.885
680.042,1399.518,530.288,994.431,577.089,1567.676,2280.423,1104.444,725.272,579.455,850.593,555.279,1774.184,1055.156
663.245,1943.679,557.726,829.544,669.379,1740.642,2271.122,1105.256,751.456,613.609,957.151,694.698,1687.36,1223.26
622.307,1352.241,505.745,871.088,718.081,1642.209,2229.25,1040.617,736.088,647.115,903.965,628.512,1537.735,1397.292
1101.922,1118.839,516.639,747.831,651.121,1685.331,2429.147,1097.782,706.441,625.346,761.651,572.744,1636.802,1262.25
788.401,894.938,501.543,818.694,667.895,1713.014,2456.128,923.895,728.971,707.295,933.849,560.302,1767.39,1278.99
612.891,837.75,518.644,818.431,661.04,1752.304,2230.25,1140.098,709.081,671.647,899.686,615.465,1465.677,1136.896
671.938,884.848,507.495,758.731,677.75,1564.23,2248.583,1017.105,712.147,644.654,777.977,652.326,1570,1186.833
579.995,809.902,524.308,1047.281,646.371,1800.885,2144.282,1046.677,756.728,591.635,929.523,670.058,1591.838,1332.938
568.781,769.768,541.279,1019.95,539.694,1879.149,2241.506,1235.759,686.096,587.442,760.384,684.547,1578.573,1276.177
630.349,1044.268,531.274,902.156,661.194,1531.351,2197.628,1068.15,708.287,727.186,883.535,594.547,1540.853,1150.792
675.089,1927.75,506.981,816.919,680.694,2066.27,2294.128,1057.383,785.86,675.404,893.837,659.314,1596.169,1161.75
562.109,1718.839,544.067,826.556,675.282,1837.865,2224.891,1081.331,761.566,710.814,957.919,719.081,1496.257,1037.5
646.635,1310.92,706.591,790.369,726.371,2059.331,2125.833,1013.188,656.294,666.801,909.395,674.826,1617.235,1372.698
587.068,1049.652,611.178,851.388,598.202,2155.554,2322.474,1053.865,822.838,666.872,721.558,654.977,1662.213,1171.719
751.557,934.884,541.587,839.525,687.177,1957.534,2479.891,972.752,743.926,589.814,885.105,552.965,1446.904,1184.417
693.5,682.429,524.024,780.844,632.589,1763.486,2186.731,960.887,675.853,727.199,805.477,545.907,1486.441,1166.948
615.865,1799.098,512.202,969.219,608.04,1889.743,2103.564,1030.466,608.522,670.115,820.593,619.919,1502.412,1249.406
610.089,1832.625,568.029,958.013,639.492,1862.176,2308.731,1119.752,755.493,687.904,873.57,629.895,1399.404,1089.438
615.109,1168.509,511.226,890.338,563.032,1970.378,2264.711,1112.97,713.088,641.519,833.384,663.547,1474.066,1148.583
658.911,999.946,516.389,827.737,725.694,1990.264,2082.064,1253.436,715.581,688.18,882.058,579.105,1690.257,1209.802
607.036,817.098,497.029,929.194,635.395,1883.831,2014.436,985.91,782.949,711.756,874.721,687.442,1392.698,1220.625
622.531,768.438,478.673,932.513,623.565,2138.385,2440.494,1011.158,638.478,664.641,1096.023,705.826,1496.735,1329.573
612.542,724.554,434.409,815.05,700.113,2037.649,2281.128,1220.692,735.647,570.763,867.163,577.64,1470.419,1176.646
588.75,1322.848,517.596,939.963,660.476,1922.973,2408.679,1230.188,704.853,667.5,885.186,636.198,1427.257,1209.99
881.688,2037.357,516.486,923.219,580.29,2040.061,2425.199,1064.955,640.221,709.417,924.337,720.244,1457.456,1272.552
683.911,1689.893,607.096,1005.694,639.742,2075.953,2459.269,1254.639,670.699,632.66,757.64,662.186,1284.441,1228.219
631.5,1251.161,709.327,926.619,779.25,2334.547,2671.981,1104.128,637.897,604.519,930.058,654.395,1321.265,1175.073
615.656,1040.536,553.144,796.019,617.516,2122.432,2431.365,1043.955,649.301,693.962,799.802,620.43,1388.463,967.167
770.021,896.661,554.913,941.369,664.492,2136.432,2453.833,1081.158,691.743,651.737,875.198,637.267,1433.779,1166.125
640.234,765.991,477.899,844.781,758.581,2013.243,2290.032,1033.083,819.007,657.949,794.198,737.14,1406.103,1201.292
589.87,734.812,529.159,873.737,784.597,2023.932,2309.461,1079.023,723.824,644.449,811.686,656.163,1380.669,1047.479
1078.708,735.643,538.197,872.094,599.226,1770.973,2298.558,1027.376,828.368,711.16,692.767,666.605,1513.353,1246.865
